valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2013-W26,week,region_6,sentinella_region,all,agegroup_ili_ari,all,159.3,13602.9,1226,29.41,0.33,100,stagnant,TRUE
consultations,2013-W26,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W27,week,CH,country,all,agegroup_ili_ari,all,202.7,160917,12040,2.49,0.03,100,rising,TRUE
consultations,2013-W27,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,30487,1961,0,0,0,falling,TRUE
consultations,2013-W27,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,29015.3,2036,0,0,0,falling,TRUE
consultations,2013-W27,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,20874.8,1612,0,0,0,falling,TRUE
consultations,2013-W27,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19790,1504,0,0,0,falling,TRUE
consultations,2013-W27,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,48982.3,3901,0,0,0,falling,TRUE
consultations,2013-W27,week,region_6,sentinella_region,all,agegroup_ili_ari,all,184.1,11767.5,1026,33.99,0.39,100,rising,TRUE
consultations,2013-W27,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W28,week,CH,country,all,agegroup_ili_ari,all,149,164107.2,11083,1.83,0.03,100,falling,TRUE
consultations,2013-W28,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,34616.2,1999,0,0,0,falling,TRUE
consultations,2013-W28,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,25903.7,1623,0,0,0,falling,TRUE
consultations,2013-W28,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,20636.2,1429,0,0,0,falling,TRUE
consultations,2013-W28,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,15535.1,1075,0,0,0,falling,TRUE
consultations,2013-W28,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,50786.5,3650,0,0,0,falling,TRUE
consultations,2013-W28,week,region_6,sentinella_region,all,agegroup_ili_ari,all,97.7,16629.4,1307,18.04,0.23,100,falling,TRUE
consultations,2013-W28,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W29,week,CH,country,all,agegroup_ili_ari,all,96,168869.7,10207,1.18,0.02,100,falling,TRUE
consultations,2013-W29,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,33304.6,1682,0,0,0,falling,TRUE
consultations,2013-W29,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,26741.6,1443,0,0,0,falling,TRUE
consultations,2013-W29,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,20755.3,1301,0,0,0,falling,TRUE
consultations,2013-W29,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20924.3,1311,0,0,0,falling,TRUE
consultations,2013-W29,week,region_5,sentinella_region,all,agegroup_ili_ari,all,44.2,53538.3,3467,1.87,0.03,52.6,rising,TRUE
consultations,2013-W29,week,region_6,sentinella_region,all,agegroup_ili_ari,all,39.8,13605.6,1003,7.35,0.1,47.4,falling,TRUE
consultations,2013-W29,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W30,week,CH,country,all,agegroup_ili_ari,all,131.9,184907,9579,1.62,0.03,100,stagnant,TRUE
consultations,2013-W30,week,region_1,sentinella_region,all,agegroup_ili_ari,all,43.7,39343.6,1696,2.54,0.06,38.2,rising,TRUE
consultations,2013-W30,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,34222.7,1512,0,0,0,falling,TRUE
consultations,2013-W30,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,21545.2,1118,0,0,0,falling,TRUE
consultations,2013-W30,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20331.7,1154,0,0,0,falling,TRUE
consultations,2013-W30,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,54160.1,3132,0,0,0,falling,TRUE
consultations,2013-W30,week,region_6,sentinella_region,all,agegroup_ili_ari,all,70.8,15303.8,967,13.07,0.21,61.8,stagnant,TRUE
consultations,2013-W30,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W31,week,CH,country,all,agegroup_ili_ari,all,114,142868.6,6243,1.4,0.03,100,stagnant,TRUE
consultations,2013-W31,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,23672.6,851,0,0,0,falling,TRUE
consultations,2013-W31,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,26775.8,1053,0,0,0,falling,TRUE
consultations,2013-W31,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,22203.2,1007,0,0,0,falling,TRUE
consultations,2013-W31,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,18087.8,814,0,0,0,falling,TRUE
consultations,2013-W31,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,37149.9,1724,0,0,0,falling,TRUE
consultations,2013-W31,week,region_6,sentinella_region,all,agegroup_ili_ari,all,72.3,14979.3,794,13.35,0.25,100,stagnant,TRUE
consultations,2013-W31,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W32,week,CH,country,all,agegroup_ili_ari,all,224.7,145102.1,8208,2.76,0.05,100,rising,TRUE
consultations,2013-W32,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,26770.6,1288,0,0,0,falling,TRUE
consultations,2013-W32,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31793.3,1673,0,0,0,falling,TRUE
consultations,2013-W32,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,26257.7,1560,0,0,0,falling,TRUE
consultations,2013-W32,week,region_4,sentinella_region,all,agegroup_ili_ari,all,47.9,16162.3,919,6.19,0.11,19.9,rising,TRUE
consultations,2013-W32,week,region_5,sentinella_region,all,agegroup_ili_ari,all,150,31558.2,1935,6.34,0.1,62.2,rising,TRUE
consultations,2013-W32,week,region_6,sentinella_region,all,agegroup_ili_ari,all,43.1,12560.1,833,7.96,0.12,17.9,falling,TRUE
consultations,2013-W32,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W33,week,CH,country,all,agegroup_ili_ari,all,50.5,161641.7,10590,0.62,0.01,100,falling,TRUE
consultations,2013-W33,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,27561,1534,0,0,0,falling,TRUE
consultations,2013-W33,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31379.7,1869,0,0,0,falling,TRUE
consultations,2013-W33,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,25245,1716,0,0,0,falling,TRUE
consultations,2013-W33,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,17036.7,1160,0,0,0,falling,TRUE
consultations,2013-W33,week,region_5,sentinella_region,all,agegroup_ili_ari,all,50.1,47153.9,3313,2.12,0.03,100,stagnant,TRUE
consultations,2013-W33,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,13265.4,998,0,0,0,falling,TRUE
consultations,2013-W33,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W34,week,CH,country,all,agegroup_ili_ari,all,98.5,165445.5,12406,1.21,0.02,100,stagnant,TRUE
consultations,2013-W34,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,30363.2,1935,0,0,0,falling,TRUE
consultations,2013-W34,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,30983.8,2169,0,0,0,falling,TRUE
consultations,2013-W34,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,21783.4,1676,0,0,0,falling,TRUE
consultations,2013-W34,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20795.1,1597,0,0,0,falling,TRUE
consultations,2013-W34,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,46989.4,3757,0,0,0,falling,TRUE
consultations,2013-W34,week,region_6,sentinella_region,all,agegroup_ili_ari,all,74.5,14530.5,1272,13.76,0.16,100,rising,TRUE
consultations,2013-W34,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W35,week,CH,country,all,agegroup_ili_ari,all,144.1,169827.6,12888,1.77,0.02,100,rising,TRUE
consultations,2013-W35,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,31672.4,2053,0,0,0,falling,TRUE
consultations,2013-W35,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,30726.2,2188,0,0,0,falling,TRUE
consultations,2013-W35,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,22939.1,1787,0,0,0,falling,TRUE
consultations,2013-W35,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19891.8,1547,0,0,0,falling,TRUE
consultations,2013-W35,week,region_5,sentinella_region,all,agegroup_ili_ari,all,139.1,51010.9,4118,5.88,0.07,100,rising,TRUE
consultations,2013-W35,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,13587.1,1195,0,0,0,falling,TRUE
consultations,2013-W35,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W36,week,CH,country,all,agegroup_ili_ari,all,527.4,169698.2,12637,6.48,0.09,100,rising,TRUE
consultations,2013-W36,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,33370,2113,0,0,0,falling,TRUE
consultations,2013-W36,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,26097.7,1825,0,0,0,falling,TRUE
consultations,2013-W36,week,region_3,sentinella_region,all,agegroup_ili_ari,all,59.7,22889,1749,4.37,0.06,13.3,rising,TRUE
consultations,2013-W36,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19300.3,1459,0,0,0,falling,TRUE
consultations,2013-W36,week,region_5,sentinella_region,all,agegroup_ili_ari,all,233.7,50623.6,3981,9.88,0.13,52.1,rising,TRUE
consultations,2013-W36,week,region_6,sentinella_region,all,agegroup_ili_ari,all,155.5,17417.5,1510,28.71,0.33,34.6,rising,TRUE
consultations,2013-W36,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W37,week,CH,country,all,agegroup_ili_ari,all,103.4,157640.1,12045,1.27,0.02,100,falling,TRUE
consultations,2013-W37,week,region_1,sentinella_region,all,agegroup_ili_ari,all,54.4,31691.5,2080,3.16,0.05,61.1,rising,TRUE
consultations,2013-W37,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,25581.8,1812,0,0,0,falling,TRUE
consultations,2013-W37,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,21603.3,1701,0,0,0,falling,TRUE
consultations,2013-W37,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,17033.2,1322,0,0,0,falling,TRUE
consultations,2013-W37,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,46087.8,3736,0,0,0,falling,TRUE
consultations,2013-W37,week,region_6,sentinella_region,all,agegroup_ili_ari,all,34.6,15642.5,1394,6.39,0.07,38.9,stagnant,TRUE
consultations,2013-W37,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W38,week,CH,country,all,agegroup_ili_ari,all,192.9,168812.3,12894,2.37,0.03,100,stagnant,TRUE
consultations,2013-W38,week,region_1,sentinella_region,all,agegroup_ili_ari,all,55.1,31219.6,2032,3.2,0.05,26.4,stagnant,TRUE
consultations,2013-W38,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31297.4,2208,0,0,0,falling,TRUE
consultations,2013-W38,week,region_3,sentinella_region,all,agegroup_ili_ari,all,58.3,23416,1838,4.27,0.05,27.9,stagnant,TRUE
consultations,2013-W38,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,19193.1,1509,0,0,0,falling,TRUE
consultations,2013-W38,week,region_5,sentinella_region,all,agegroup_ili_ari,all,95.6,49564.2,4019,4.04,0.05,45.7,stagnant,TRUE
consultations,2013-W38,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,14122,1288,0,0,0,falling,TRUE
consultations,2013-W38,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W39,week,CH,country,all,agegroup_ili_ari,all,411.9,177704.2,13517,5.06,0.07,100,rising,TRUE
consultations,2013-W39,week,region_1,sentinella_region,all,agegroup_ili_ari,all,131.6,39283.9,2544,7.64,0.12,33.1,rising,TRUE
consultations,2013-W39,week,region_2,sentinella_region,all,agegroup_ili_ari,all,47.6,28857.5,2054,3.47,0.05,12,rising,TRUE
consultations,2013-W39,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,24966.5,1962,0,0,0,falling,TRUE
consultations,2013-W39,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,23286.5,1827,0,0,0,falling,TRUE
consultations,2013-W39,week,region_5,sentinella_region,all,agegroup_ili_ari,all,99.3,47614.4,3878,4.2,0.05,25,stagnant,TRUE
consultations,2013-W39,week,region_6,sentinella_region,all,agegroup_ili_ari,all,118.6,13695.4,1252,21.91,0.24,29.9,rising,TRUE
consultations,2013-W39,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W40,week,CH,country,all,agegroup_ili_ari,all,781.4,166601.1,11238,9.6,0.14,100,rising,TRUE
consultations,2013-W40,week,region_1,sentinella_region,all,agegroup_ili_ari,all,171.9,40074.1,2319,9.98,0.17,25.3,rising,TRUE
consultations,2013-W40,week,region_2,sentinella_region,all,agegroup_ili_ari,all,99.5,27537.1,1691,7.26,0.12,14.7,rising,TRUE
consultations,2013-W40,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,16962.9,1192,0,0,0,falling,TRUE
consultations,2013-W40,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,14459.4,1040,0,0,0,falling,TRUE
consultations,2013-W40,week,region_5,sentinella_region,all,agegroup_ili_ari,all,282,50323.7,3638,11.92,0.16,41.5,rising,TRUE
consultations,2013-W40,week,region_6,sentinella_region,all,agegroup_ili_ari,all,125.6,17243.9,1358,23.2,0.29,18.5,stagnant,TRUE
consultations,2013-W40,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W41,week,CH,country,all,agegroup_ili_ari,all,927.1,157966.1,9394,11.39,0.19,100,rising,TRUE
consultations,2013-W41,week,region_1,sentinella_region,all,agegroup_ili_ari,all,188.8,36512.7,1851,10.96,0.22,25.1,stagnant,TRUE
consultations,2013-W41,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,24350,1376,0,0,0,falling,TRUE
consultations,2013-W41,week,region_3,sentinella_region,all,agegroup_ili_ari,all,287.6,23736.2,1448,21.06,0.35,38.3,rising,TRUE
consultations,2013-W41,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,14803.2,900,0,0,0,falling,TRUE
consultations,2013-W41,week,region_5,sentinella_region,all,agegroup_ili_ari,all,62,38161.1,2413,2.62,0.04,8.3,falling,TRUE
consultations,2013-W41,week,region_6,sentinella_region,all,agegroup_ili_ari,all,212.3,20402.9,1406,39.21,0.57,28.3,rising,TRUE
consultations,2013-W41,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W42,week,CH,country,all,agegroup_ili_ari,all,1304,168536.2,11693,16.02,0.23,100,rising,TRUE
consultations,2013-W42,week,region_1,sentinella_region,all,agegroup_ili_ari,all,387.5,35549.4,2109,22.5,0.38,35.9,rising,TRUE
consultations,2013-W42,week,region_2,sentinella_region,all,agegroup_ili_ari,all,45.1,30394.2,2007,3.29,0.05,4.2,stagnant,TRUE
consultations,2013-W42,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,26853.5,1922,0,0,0,falling,TRUE
consultations,2013-W42,week,region_4,sentinella_region,all,agegroup_ili_ari,all,63.5,24389.8,1732,8.2,0.12,5.9,rising,TRUE
consultations,2013-W42,week,region_5,sentinella_region,all,agegroup_ili_ari,all,137.9,34326.7,2548,5.83,0.08,12.8,stagnant,TRUE
consultations,2013-W42,week,region_6,sentinella_region,all,agegroup_ili_ari,all,445.3,17022.6,1375,82.24,1.02,41.3,rising,TRUE
consultations,2013-W42,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W43,week,CH,country,all,agegroup_ili_ari,all,850.6,162699.3,13260,10.45,0.13,100,stagnant,TRUE
consultations,2013-W43,week,region_1,sentinella_region,all,agegroup_ili_ari,all,367.9,23403,1602,21.36,0.31,39.3,stagnant,TRUE
consultations,2013-W43,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,29835.8,2244,0,0,0,falling,TRUE
consultations,2013-W43,week,region_3,sentinella_region,all,agegroup_ili_ari,all,259,26367,2202,18.96,0.23,27.7,stagnant,TRUE
consultations,2013-W43,week,region_4,sentinella_region,all,agegroup_ili_ari,all,70.4,21983.3,1823,9.1,0.11,7.5,rising,TRUE
consultations,2013-W43,week,region_5,sentinella_region,all,agegroup_ili_ari,all,200.6,47166.8,4093,8.48,0.1,21.4,rising,TRUE
consultations,2013-W43,week,region_6,sentinella_region,all,agegroup_ili_ari,all,38.8,13943.4,1296,7.17,0.08,4.1,falling,TRUE
consultations,2013-W43,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W44,week,CH,country,all,agegroup_ili_ari,all,634.1,166778.8,13074,7.79,0.1,100,falling,TRUE
consultations,2013-W44,week,region_1,sentinella_region,all,agegroup_ili_ari,all,94,36642.7,2459,5.46,0.08,13.7,falling,TRUE
consultations,2013-W44,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,30304.7,2199,0,0,0,falling,TRUE
consultations,2013-W44,week,region_3,sentinella_region,all,agegroup_ili_ari,all,280.7,24330.4,1998,20.55,0.25,40.9,stagnant,TRUE
consultations,2013-W44,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,17716.4,1443,0,0,0,falling,TRUE
consultations,2013-W44,week,region_5,sentinella_region,all,agegroup_ili_ari,all,148.3,47823.9,4033,6.27,0.07,21.6,stagnant,TRUE
consultations,2013-W44,week,region_6,sentinella_region,all,agegroup_ili_ari,all,163.1,9960.7,942,30.12,0.32,23.8,stagnant,TRUE
consultations,2013-W44,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W45,week,CH,country,all,agegroup_ili_ari,all,1483.9,170013.6,14299,18.23,0.22,100,rising,TRUE
consultations,2013-W45,week,region_1,sentinella_region,all,agegroup_ili_ari,all,205.8,33478.4,2407,11.95,0.17,13.3,stagnant,TRUE
consultations,2013-W45,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,29687.8,2332,0,0,0,falling,TRUE
consultations,2013-W45,week,region_3,sentinella_region,all,agegroup_ili_ari,all,708.3,23141.2,2007,51.86,0.6,45.9,rising,TRUE
consultations,2013-W45,week,region_4,sentinella_region,all,agegroup_ili_ari,all,124.7,18622.9,1615,16.11,0.19,8.1,rising,TRUE
consultations,2013-W45,week,region_5,sentinella_region,all,agegroup_ili_ari,all,280.3,50651.5,4529,11.85,0.13,18.2,rising,TRUE
consultations,2013-W45,week,region_6,sentinella_region,all,agegroup_ili_ari,all,225.1,14431.8,1409,41.57,0.43,14.6,rising,TRUE
consultations,2013-W45,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W46,week,CH,country,all,agegroup_ili_ari,all,1150.1,169910.4,14266,14.13,0.17,100,stagnant,TRUE
consultations,2013-W46,week,region_1,sentinella_region,all,agegroup_ili_ari,all,141.7,36431.5,2638,8.23,0.11,12.6,stagnant,TRUE
consultations,2013-W46,week,region_2,sentinella_region,all,agegroup_ili_ari,all,236.3,29007.2,2298,17.24,0.22,21.1,rising,TRUE
consultations,2013-W46,week,region_3,sentinella_region,all,agegroup_ili_ari,all,117.9,23171.9,2012,8.63,0.1,10.5,falling,TRUE
consultations,2013-W46,week,region_4,sentinella_region,all,agegroup_ili_ari,all,77,20097.7,1734,9.95,0.12,6.9,stagnant,TRUE
consultations,2013-W46,week,region_5,sentinella_region,all,agegroup_ili_ari,all,346.5,47788.2,4270,14.65,0.16,30.9,rising,TRUE
consultations,2013-W46,week,region_6,sentinella_region,all,agegroup_ili_ari,all,201.8,13414,1314,37.27,0.38,18,stagnant,TRUE
consultations,2013-W46,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W47,week,CH,country,all,agegroup_ili_ari,all,2064.2,169551.3,14148,25.36,0.3,100,rising,TRUE
consultations,2013-W47,week,region_1,sentinella_region,all,agegroup_ili_ari,all,188.1,36620.7,2644,10.92,0.15,10,stagnant,TRUE
consultations,2013-W47,week,region_2,sentinella_region,all,agegroup_ili_ari,all,195.3,28067.2,2219,14.25,0.18,10.4,stagnant,TRUE
consultations,2013-W47,week,region_3,sentinella_region,all,agegroup_ili_ari,all,298.4,22882.9,1968,21.85,0.25,15.9,stagnant,TRUE
consultations,2013-W47,week,region_4,sentinella_region,all,agegroup_ili_ari,all,122.2,19006.7,1622,15.78,0.18,6.5,stagnant,TRUE
consultations,2013-W47,week,region_5,sentinella_region,all,agegroup_ili_ari,all,343.5,48220.2,4260,14.52,0.16,18.3,stagnant,TRUE
consultations,2013-W47,week,region_6,sentinella_region,all,agegroup_ili_ari,all,734.1,14753.6,1435,135.56,1.39,39,rising,TRUE
consultations,2013-W47,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2013-W48,week,CH,country,all,agegroup_ili_ari,all,1081.8,165553.4,13665,13.29,0.16,100,stagnant,TRUE
consultations,2013-W48,week,region_1,sentinella_region,all,agegroup_ili_ari,all,198.2,34739.6,2486,11.51,0.16,18.2,stagnant,TRUE
